series_id,entity_id,observed_at,captured_at,metric,value,unit,source_id,raw_ref,parser_version
openrouter.usage.images,Others,2026-07-06T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,240298012,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,Others,2026-07-13T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,265933755,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,Others,2026-07-20T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,292759158,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,Others,2026-07-27T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,269809320,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,anthropic/claude-4.6-sonnet-20260217,2026-07-06T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,24226667,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,anthropic/claude-4.7-opus-20260416,2026-07-13T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,23538356,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,anthropic/claude-4.8-opus-20260528,2026-07-06T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,25729622,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,anthropic/claude-4.8-opus-20260528,2026-07-13T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,39468171,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,anthropic/claude-4.8-opus-20260528,2026-07-20T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,21732633,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-2.5-flash,2026-07-06T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,59179931,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-2.5-flash,2026-07-13T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,57296272,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-2.5-flash,2026-07-20T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,56529787,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-2.5-flash,2026-07-27T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,42910088,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-2.5-flash-lite,2026-07-06T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,171375059,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-2.5-flash-lite,2026-07-13T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,198333418,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-2.5-flash-lite,2026-07-20T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,202024829,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-2.5-flash-lite,2026-07-27T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,207643588,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-3-flash-preview-20251217,2026-07-06T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,38905575,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-3-flash-preview-20251217,2026-07-13T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,48526122,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-3-flash-preview-20251217,2026-07-20T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,42635828,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-3-flash-preview-20251217,2026-07-27T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,31412282,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-3.1-flash-lite-20260507,2026-07-13T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,21766551,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-3.1-flash-lite-20260507,2026-07-20T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,21898272,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-3.1-flash-lite-20260507,2026-07-27T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,23295339,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-3.1-pro-preview-20260219,2026-07-06T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,26211561,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-3.5-flash-lite-20260721,2026-07-20T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,94564918,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-3.5-flash-lite-20260721,2026-07-27T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,23444988,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,google/gemini-3.6-flash-20260721,2026-07-20T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,18238013,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,openai/gpt-5.5-20260423,2026-07-06T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,22881466,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,openai/gpt-5.5-20260423,2026-07-13T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,31253939,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,openai/gpt-5.6-luna-20260709,2026-07-27T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,13871036,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,openai/gpt-5.6-terra-20260709,2026-07-27T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly,27192525,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
openrouter.usage.images,openrouter,2026-07-06T00:00:00Z,2026-09-01T13:51:50Z,tokens_weekly_total,665853966,tokens/week,openrouter.usage.images,raw/openrouter.usage.images/2026/09/20260901T135150Z-bcbc05e7d032.json,1
